"PAYMENTS FOR LEGISLATIVE, GOVERNMENTAL, OR CHARITABLE ACTIVITIES",,,,,,,,,,,,
SENATE 2011,,,Last Updated,,,,,,,,,
,,,1/4/2012,,,,,,,,,
OFFICIAL,"DATE OF 
PAYMENT",PAYOR,CITY,STATE,AMOUNT,PAYEE,CITY,STATE,DESCRIPTION,"LGC 
PURPOSE","NOTICE 
RECEIVED","YTD AMOUNT 
BY MEMBER"
,3/1/-3/31/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"4,400",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",San Francisco,5/3/11,
,,,,,,,,,,,,"9,084"
"Padilla, Alex",1/25/11,AT&T,Sacramento,CA,"5,000",Meet Each Need with Dignity (MEND),Pacoima,CA,General Support,Charitable,2/9/11,
,1/25/11,AT&T,Sacramento,CA,"5,000",ICON - Initiating Change in Our Neighborhoods,Pacoima,CA,General Support,Charitable,2/9/11,
,12/13/10,Barona Band of Mission Indians,Lakeside,CA,"5,000",El Dorado Elementary School,Sylmar,CA,Assist in the purchase of computers.,Charitable,2/9/11,
,,,,,,,,,,,,
,,,,,,,,,,,,"15,000"
"Pavley, Fran",3/22/11,Milken Family Foundation,Santa Monica,CA,"36,000",Jewish Community and Recreational Center of the West Valley (JCC at Milken),West Hills,CA,Fundraiser for JCC programs,Monetary Donation,5/23/11,
,3/18/11,Southern California Gas Company,Los Angeles,CA,"25,000",Breathe California of Los Angeles County,Los Angeles,CA,Proceeds benefit programs and services of Breathe CA of LA County,Monetary Donation,8/22/11,
,3/29/11,Boeing,Seal Beach,CA,"5,000",Breathe California of Los Angeles County,Los Angeles,CA,Proceeds benefit programs and services of Breathe CA of LA County,Charitable,8/22/11,
,4/1/11,Union Bank,Los Angeles,CA,"5,000",Breathe California of Los Angeles County,Los Angeles,CA,Proceeds benefit programs and services of Breathe CA of LA County,Charitable,8/22/11,
,,,,,,,,,,,,"71,000"
"Price, Curren",11/4/11,Verizon,Folsom,CA,"15,000",Educating Young Minds,Los Angeles,CA,After-school tutorial programs,Charitable,11/22/11,
,11/23/11,Verizon,Folsom,CA,"10,000",California Legislative Black Caucus,Sacramento,CA,Sponsorship of Education Scholarships,Charitable,12/6/11,
,,,,,,,,,,,,"25,000"
"Rubio, Michael J",7/5/11,Barona Band of Mission Indians,Lakeside,CA,"5,000",Cesar E. Chavez High School,Delano,CA,The goal is to build strong educational opportunities for the children of California.,Charitable,7/14/11,
,,,,,,,,,,,,"5,000"
"Steinberg, Darrell",12/7/10,Barona Band of Mission Indians,Lakeside,CA,"5,000",Natomas Middle School,Sacramento,CA,"$5000.00 donated for buying library books, a library computer program, and career books.",Charitable,1/24/11,
,7/12/11,Yocha Dehe Wintun Nation,Brooks,CA,"300,000",Capitol Unity Center,Sacramento,CA,Supports construction of Capitol Unity Center 501 c3 Charity.,Charitable,7/18/11,
,,,,,,,,,,,,"305,000"
"Strickland, Tony",3/8/11,Barona Band of Mission Indians,Lakeside,CA,"5,000",Solvang Elementary School,Sacramento,CA,From barona Band of Mission Indians for desktop computers.,Charitable,4/7/11,
,,,,,,,,,,,,"5,000"
"Walters, Mimi",11/01-11/30/10,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"36,444",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,1/7/11,
,1/1-1/31/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,323,Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,3/2/11,
,,,,,,,,,,,,
,4/1-4/30/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"1,650",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,6/1/11,
,,,,,,,,,,,,"38,417"
"Wolk, Lois G",5/5/11,Barona Band of Mission Indians,Lakeside,CA,"5,000",Taylor Leadership Academy,Stockton,CA,"Purchase of flip cameras, laptops, and microphone headsets.",Charitable,6/16/11,
,5/5/11,Barona Band of Mission Indians,Lakeside,CA,"5,000",Taylor Leadership Academy,Stockton,CA,"Purchase of flip cameras, laptops, and microphone headsets.",Charitable,6/24/11,
,,,,,,,,,,,,"10,000"
"Wright, Roderick D",12/27/10,AT&T,Sacramento,CA,"2,500",National Family Life & Education Center,Los Angeles,CA,Donation for community holiday event,Charitable,2/3/11,
,3/31/11,AT&T,Sacramento,CA,"2,500",National Family Life & Education Center,Los Angeles,CA,Black History Month Recognition Event,Charitable,4/27/11,
,5/11/11,GTECH,West Greenwich,RI,"5,000",National Family Life & Education Center,Los Angeles,CA,Donation for Student Honors Recognition Community Event,Charitable,6/1/11,
,5/4/11,Edison International,Rosemead,CA,"5,000",National Family Life & Education Center,Los Angeles,CA,Donation for Student Honors Event,Charitable,6/1/11,
,6/1/11,AT&T,Sacramento,CA,"5,000",National Family Life & Education Center,Los Angeles,CA,Student Honors Recognition Community Event,Charitable,6/23/11,
,7/20/11,South Coast Air Quality Management District,Diamond Bar,CA,"5,000",National Family Life & Education Center,Los Angeles,CA,Student Honors Recognition Community Event,Charitable,8/1/11,
,8/17/11,Morongo Band of Mission Indians,Banning,CA,"5,000",National Family Life & Education Center,Los Angeles,CA,School Readiness & Health Fair,Charitable,9/6/11,
,9/2/11,Northrup Grumman Corporation,Los Angeles,CA,"4,000",National Family Life & Education Center,Los Angeles,CA,Donation for School Readiness and Health Fair,Charitable,10/1/11,
,9/13/11,Time Warner Cable,Chatsworth,CA,"5,000",National Family Life & Education Center,Los Angeles,CA,Donation for School Readiness and Health Fair,Charitable,10/1/11,
,9/14/11,South Coast Air Quality Management District,Los Angeles,CA,"2,500",National Family Life & Education Center,Los Angeles,CA,Donation for School Readiness and Health Fair,Charitable,10/1/11,
,,,,,,,,,,,,"41,500"
"Wyland, Mark",11/01-11/30/10,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"36,444",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,1/5/11,
,12/1-12/31/10,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"4,361",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,2/3/11,
,1/1-1/31/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,323,Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensation for pro bono legal services performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,3/2/11,
,2/1-2/28/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"2,020",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensaton for pro bono legal services  performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,4/4/11,
,3/1-3/31/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"4,400",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensaton for pro bono legal services  performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,4/28/11,
,4/1-4/30/11,Akin Gump Strauss Hauer & Feld LLP,San Francisco,CA,"1,650",Partners and employees of Akin Gump Strauss Hauer & Feld LLP (compensation for services provided),San Francisco,CA,"Compensaton for pro bono legal services  performed for Intervenors in litigation (Coleman, et al. v. Schwarzenegger et al. and Plata, et al. v. Schwarzenegger et al.); Representation of Members of California Legislature who are Intervenors in litigation pending in the U.S. District Court, Eastern and Northern Districts, California.",Governmental,5/27/11,
,9/28/11,Barona Band of Mission Indians,Lakeside,CA,"5,000",North County Trade Tech High School,Vista,CA,Assist in the purchase of a Weatherization Technician Lab at North County Trade Tech High School.,Charitable,10/5/11,
,,,,,,,,,,,,"54,198"
"Yee, Leland",5/14/11,Kaiser Permante,San Francisco,CA,"5,000",Richmond Health Fair Planning Committee,Richmond,CA,Annual health fair provides a variety of free medical and health services to the community.,Charitable,10/7/11,
,,,,,,,,,,,,"5,000"
,,,,,,,,,,,,
,,,,,"1,038,456",,,,,,,"1,038,456"
